index,char,frequency
3537,択,53
3538,謁,53
3539,宴,53
3540,潤,53
3541,儲,53
3542,纈,53
3543,翅,53
3544,貌,53
3545,垓,53
3546,沃,53
3547,裄,53
3548,茄,53
3549,洸,53
3550,黎,53
3551,菩,53
3552,徑,53
3553,脈,53
3554,禽,52
3555,楯,52
3556,庵,52
3557,慣,52
3558,溢,52
3559,陥,52
3560,菰,52
3561,躋,52
3562,蔭,52
3563,耒,52
3564,彊,52
3565,誌,52
3566,闊,52
3567,艤,52
3568,眞,52
3569,縫,52
3570,怠,52
3571,憑,52
3572,躪,52
3573,敏,52
3574,潔,51
3575,噂,51
3576,搭,51
3577,叡,51
3578,償,51
3579,髄,51
3580,皐,51
3581,勸,51
3582,щ,51
3583,錠,51
3584,并,51
3585,奮,51
3586,赦,51
3587,克,51
3588,賛,51
3589,剄,51
3590,蛆,51
3591,х,51
3592,驗,51
3593,駲,51
3594,泊,50
3595,恒,50
3596,廠,50
3597,絢,50
3598,袷,50
3599,穎,50
3600,剃,50
3601,坿,50
3602,販,50
3603,碧,50
3604,茉,50
3605,遜,50
3606,棺,50
3607,帥,50
3608,宜,50
3609,弼,50
3610,朧,50
3611,獏,50
3612,鰛,50
3613,燭,50
3614,拵,50
3615,枕,50
3616,萃,50
3617,纐,50
3618,竈,50
3619,輔,49
3620,盈,49
3621,鑷,49
3622,譚,49
3623,竸,49
3624,勃,49
3625,孩,49
3626,蹇,49
3627,鷙,49
3628,餃,49
3629,逧,49
3630,覆,49
3631,絹,49
3632,礁,49
3633,鬢,49
3634,氣,49
3635,併,49
3636,費,49
3637,匳,49
3638,贅,49
3639,愉,48
3640,鞘,48
3641,隔,48
3642,Ρ,48
3643,岦,48
3644,鮎,48
3645,撹,48
3646,藻,48
3647,簀,48
3648,驍,48
3649,著,48
3650,套,48
3651,籟,48
3652,焉,48
3653,鉢,48
3654,膏,48
3655,廬,48
3656,邉,48
3657,陵,48
3658,琉,48
3659,麒,48
3660,霹,48
3661,筆,48
3662,匪,48
3663,跪,48
3664,暙,48
3665,怜,47
3666,糟,47
3667,鑒,47
3668,昆,47
3669,宛,47
3670,絞,47
3671,銅,47
3672,肛,47
3673,卸,47
3674,贋,47
3675,犀,47
3676,鬩,47
3677,楔,47
3678,胥,47
3679,游,47
3680,瀲,47
3681,鋸,47
3682,苞,47
3683,蝨,47
3684,褌,47
3685,萼,47
3686,恁,47
3687,碆,47
3688,峪,47
3689,辮,47
3690,韲,47
3691,勅,46
3692,僑,46
3693,賎,46
3694,逕,46
3695,漬,46
3696,鰯,46
3697,旺,46
3698,粋,46
3699,神,46
3700,癪,46
3701,憩,46
3702,託,46
3703,鷯,46
3704,Ё,46
3705,蛭,46
3706,蹐,46
3707,霰,46
3708,牡,46
3709,猟,46
3710,灑,46
3711,縲,46
3712,猥,46
3713,撼,46
3714,蹤,46
3715,溷,46
3716,壅,46
3717,蔦,45
3718,魁,45
3719,鴇,45
3720,噴,45
3721,夬,45
3722,樫,45
3723,勧,45
3724,鯖,45
3725,蓋,45
3726,黻,45
3727,纎,45
3728,遡,45
3729,壇,45
3730,笶,45
3731,預,45
3732,匣,45
3733,汕,45
3734,粤,45
3735,鬟,45
3736,冶,45
3737,履,45
3738,琳,45
3739,僉,45
3740,盥,45
3741,忤,45
3742,漿,45
3743,駑,45
3744,嫦,45
3745,暃,45
3746,譽,45
3747,膨,45
3748,娚,45
3749,皴,45
3750,洄,45
3751,衰,44
3752,枢,44
3753,隙,44
3754,濁,44
3755,抵,44
3756,悶,44
3757,侈,44
3758,鰻,44
3759,謙,44
3760,晨,44
3761,醯,44
3762,贈,44
3763,酢,44
3764,鬧,44
3765,㈱,44
3766,鮒,44
3767,塀,44
3768,鬣,44
3769,瀇,44
3770,楚,43
3771,轡,43
3772,粒,43
3773,軸,43
3774,竃,43
3775,袴,43
3776,錐,43
3777,腺,43
3778,遭,43
3779,芟,43
3780,斌,43
3781,桔,43
3782,軒,43
3783,昏,43
3784,跳,43
3785,蕎,43
3786,陳,43
3787,篝,43
3788,恚,43
3789,簓,43
3790,坑,43
3791,盍,43
3792,寇,43
3793,侯,43
3794,淋,43
3795,錫,43
3796,塙,43
3797,粢,43
3798,閒,43
3799,顏,43
3800,渓,42
3801,駕,42
3802,韻,42
3803,銘,42
3804,萎,42
3805,朔,42
3806,嗣,42
3807,槌,42
3808,湊,42
3809,骰,42
3810,奔,42
3811,綿,42
3812,夷,42
3813,採,42
3814,穣,42
3815,М,42
3816,胞,42
3817,贄,42
3818,荀,42
3819,翻,42
3820,翳,42
3821,顳,42
3822,笳,42
3823,概,42
3824,尼,42
3825,軆,42
3826,鍬,42
3827,諭,42
3828,洵,42
3829,甃,42
3830,瓠,42
3831,踈,42
3832,淒,42
3833,兢,42
3834,淞,42
3835,齏,42
3836,蠅,42
3837,倶,41
3838,奨,41
3839,拉,41
3840,硬,41
3841,荏,41
3842,в,41
3843,秩,41
3844,謌,41
3845,鈔,41
3846,號,41
3847,坙,41
3848,毘,41
3849,凱,41
3850,歓,41
3851,需,41
3852,捗,41
3853,壟,41
3854,證,41
3855,靆,41
3856,苻,41
3857,藩,41
3858,鑵,41
3859,晃,41
3860,禍,41
3861,芻,41
3862,瑁,41
3863,聹,41
3864,翡,41
3865,扶,41
3866,哈,41
3867,粡,41
3868,劃,40
3869,礰,40
3870,恢,40
3871,斡,40
3872,蚊,40
3873,粛,40
3874,鱈,40
3875,填,40
3876,弧,40
3877,欄,40
3878,繦,40
3879,袗,40
3880,楠,40
3881,渦,40
3882,郊,40
3883,膝,40
3884,鏃,40
3886,貯,40
3887,輿,40
3888,刔,40
3889,蛮,40
3890,益,40
3891,貍,40
3892,兩,40
3893,俳,40
3894,讚,40
3895,錙,40
3896,曳,39
3897,惜,39
3898,侶,39
3899,酉,39
3900,ю,39
3901,鯛,39
3902,屠,39
3903,覯,39
3904,潟,39
3905,鷓,39
3906,贇,39
3907,魑,39
3908,患,39
3909,浙,39
3910,隈,39
3911,嘲,39
3912,颶,39
3913,貔,39
3914,糺,39
3915,亶,39
3916,瑯,39
3917,瓸,39
3918,醺,39
3919,羮,39
3920,釤,38
3921,紬,38
3922,旨,38
3923,葦,38
3924,洩,38
3925,妓,38
3926,詔,38
3927,聡,38
3928,撤,38
3929,鱧,38
3930,臥,38
3931,顎,38
3932,姓,38
3933,欖,38
3934,壓,38
3935,鑰,38
3936,條,38
3937,胤,38
3938,寛,38
3939,唄,38
3940,脅,38
3941,曾,38
3942,紐,38
3943,蔕,38
3944,鯤,38
3945,囁,38
3946,寥,38
3947,抹,38
3948,逮,38
3949,儻,38
3950,邊,38
3951,蔑,38
3952,勲,38
3953,鏥,38
3954,躇,38
3955,㊧,38
3956,纛,38
3957,筰,38
3958,礬,38
3959,傲,38
3960,悳,38
3961,誨,38
3962,粳,38
3963,魎,38
3964,縡,38
3965,釀,38
3966,畍,38
3967,珊,37
3968,晋,37
3969,榛,37
3970,遁,37
3971,隻,37
3972,寵,37
3973,厘,37
3974,辨,37
3975,肆,37
3976,甚,37
3977,笥,37
3978,穫,37
3979,鯉,37
3980,賜,37
3981,献,37
3982,湿,37
3983,庶,37
3984,籘,37
3985,敦,37
3986,獰,37
3987,餞,37
3988,瀕,37
3989,矚,37
3990,岻,37
3991,崚,37
3992,幀,37
3993,楳,37
3994,烱,37
3995,瀦,37
3996,蹂,37
3997,轗,37
3998,惡,37
3999,鵬,37
4000,秦,36
4001,燥,36
4002,詐,36
4003,鉛,36
4004,馨,36
4005,衿,36
4006,黛,36
4007,睦,36
4008,墜,36
4009,燬,36
4010,錯,36
4011,滴,36
4012,棋,36
4013,伎,36
4014,駻,36
4015,畚,36
4016,簾,36
4017,棧,36
4018,譴,36
4019,濾,36
4020,綸,36
4021,遙,36
4022,沒,36
4023,椛,36
4024,址,36
4025,莪,36
4026,牆,36
4027,м,36
4028,弩,36
4029,肪,36
4030,娟,36
4031,婀,36
4032,拿,36
4033,諤,36
4034,髢,36
4035,哩,36
4036,腦,36
4037,喩,36
4038,峯,36
4039,顰,36
4040,樋,35
4041,妾,35
4042,請,35
4043,伶,35
4044,瑛,35
4045,淑,35
4046,董,35
4047,廳,35
4048,抽,35
4049,喆,35
4050,邑,35
4051,梢,35
4052,鹸,35
4053,碁,35
4054,拷,35
4055,窄,35
4056,淳,35
4057,盲,35
4058,籀,35
4059,罅,35
4060,鮪,35
4061,舩,35
4062,孰,35
4063,扮,35
4064,杜,35
4065,﨤,35
4066,襷,35
4067,薑,35
4068,貮,35
4069,膣,35
4070,翩,35
4071,虱,35
4072,鄒,35
4073,亳,35
4074,榠,35
4075,歙,35
4076,雜,35
4077,贔,35
4078,頻,35
4079,某,35
4080,烹,34
4081,准,34
4082,彫,34
4083,峨,34
4084,哨,34
4085,摂,34
4086,叙,34
4087,稀,34
4088,秤,34
4089,疎,34
4090,莅,34
4091,懿,34
4092,靨,34
4093,齬,34
4094,蹲,34
4095,絨,34
4096,釞,34
4097,驢,34
4098,奚,34
4099,鈍,34
4100,綻,34
4101,塁,34
4102,鑠,34
4103,麪,34
4104,я,34
4105,礫,33
4106,胆,33
4107,竣,33
4108,践,33
4109,坪,33
4110,鐙,33
4111,酎,33
4112,眷,33
4113,饅,33
4114,蝦,33
4115,鴣,33
4116,壽,33
4117,鏑,33
4118,垢,33
4119,祠,33
4120,沿,33
4121,敢,33
4122,釧,33
4123,縞,33
4124,砺,33
4125,摘,33
4126,倣,33
4127,臈,33
4128,臘,33
4129,癬,33
4130,鱚,33
4131,暘,33
4132,譜,33
4133,鰐,33
4134,犱,33
4135,冨,33
4136,咥,33
4137,愕,33
4138,癢,33
4139,э,33
4140,杓,33
4141,簿,33
4142,峺,33
4143,嶄,33
4144,僣,33
4145,諢,33
4146,瑰,33
4147,慴,33
4148,宋,33
4149,罕,33
4150,廉,33
4151,銕,33
4152,錮,33
4153,顧,32
4154,浸,32
4155,据,32
4156,姐,32
4157,吏,32
4158,趙,32
4159,荊,32
4160,頓,32
4161,蔽,32
4162,峡,32
4163,遵,32
4164,攪,32
4165,禧,32
4166,釈,32
4167,冑,32
4168,鶉,32
4169,芭,32
4170,繃,32
4171,斃,32
4172,覺,32
4173,畢,32
4174,阡,32
4175,撻,32
4176,鏈,32
4177,脾,32
4178,艷,32
4179,圜,32
4180,憧,32
4181,寉,32
4182,橳,32
4183,隅,31
4184,瑚,31
4185,佛,31
4186,欺,31
4187,俄,31
4188,嵩,31
4189,蛋,31
4190,凜,31
4191,苓,31
4192,厭,31
4193,鰍,31
4194,蟻,31
4195,挟,31
4196,櫛,31
4197,琢,31
4198,醪,31
4199,鯱,31
4200,鶴,31
4201,枯,31
4202,埣,31
4203,侖,31
4204,稼,31
4205,把,31
4206,哄,31
4207,淹,31
4208,嫋,31
4209,逗,31
4210,逓,31
4211,熾,31
4212,囃,31
4213,匍,31
4214,迭,31
4215,汢,31
4216,葎,31
4217,朖,31
4218,逼,31
4219,﨧,31
4220,墫,31
4221,彜,31
4222,裴,31
4223,增,31
4224,哂,31
4225,誡,31
4226,處,31
4227,叛,31
4228,藝,31
4229,桀,31
4230,靼,31
4231,弛,30
4232,鴛,30
4233,襟,30
4234,蛸,30
4235,腸,30
4236,餮,30
4237,韈,30
4238,鷦,30
4239,壘,30
4240,菫,30
4241,侑,30
4242,孜,30
4243,蕩,30
4244,祥,30
4245,總,30
4246,穉,30
4247,呱,30
4248,霸,30
4249,牢,30
4250,涜,30
4251,杭,30
4252,雰,30
4253,猪,30
4254,庖,30
4255,瀝,30
4256,惹,30
4257,咢,30
4258,㊨,30
4259,淀,30
4260,緘,30
4261,坎,30
4262,湃,30
4263,鹵,30
4264,励,30
4265,菲,30
4266,粫,30
4267,莓,30
4268,稱,30
4269,胄,30
4270,荵,30
4271,魍,30
4272,虜,30
4273,躅,30
4274,臟,30
4275,獨,30
4276,娼,29
4277,廓,29
4278,其,29
4279,瀧,29
4280,鐸,29
4281,瀘,29
4282,閏,29
4283,娯,29
4284,竍,29
4285,梶,29
4286,聯,29
4287,逎,29
4288,鑄,29
4289,壜,29
4290,澎,29
4291,腿,29
4292,唸,29
4293,晰,29
4294,騏,29
4295,粗,29
4296,椚,29
4297,噺,29
4298,掟,29
4299,齷,29
4300,傅,29
4301,箙,29
4302,緖,29
4303,捶,29
4304,輊,29
4305,婢,29
4306,椴,29
4307,嗜,29
4308,犒,29
4309,誦,29
4310,瀋,29
4311,鯡,29
4312,籤,29
4313,冀,29
4314,鐇,29
4315,蠧,29
4316,郤,29
4317,睇,29
4318,遇,28
4319,舜,28
4320,循,28
4321,僚,28
4322,傭,28
4323,廼,28
4324,袈,28
4325,倹,28
4326,倦,28
4327,鴫,28
4328,腫,28
4329,訟,28
4330,錘,28
4331,亨,28
4332,魏,28
4333,鵄,28
4334,逅,28
4335,篤,28
4336,椡,28
4337,匙,28
4338,摺,28
4339,畝,28
4340,闃,28
4341,詈,28
4342,甯,28
4343,胎,28
4344,殖,28
4346,頚,28
4347,捻,28
4348,紆,28
4349,嵓,28
4350,膜,28
4351,衾,28
4352,嶺,28
4353,舍,28
4354,哺,28
4355,擶,28
4356,噬,28
4357,糅,28
4358,瘡,28
4359,稠,28
4360,嘯,28
4361,躁,28
4362,柎,28
4363,磑,28
4364,頽,28
4365,嘗,27
4366,臾,27
4367,儒,27
4368,弑,27
4369,蓄,27
4370,碇,27
4371,棟,27
4372,籐,27
4373,較,27
4374,晒,27
4375,蟐,27
4376,蟶,27
4377,癲,27
4378,ь,27
4379,舷,27
4380,楊,27
4381,熙,27
4382,奸,27
4383,葹,27
4384,楙,27
4385,耆,27
4386,汾,27
4387,槓,27
4388,潭,27
4389,餡,27
4390,慯,27
4391,潼,27
4392,啣,27
4393,喃,27
4394,傍,27
4395,讓,27
4396,聚,27
4397,眇,27
4398,詛,27
4399,喞,27
4400,栩,27
4401,岬,26
4402,貢,26
4403,粟,26
4404,甥,26
4405,脹,26
4406,咼,26
4407,鞄,26
4408,寤,26
4409,魄,26
4410,疫,26
4411,徃,26
4412,虞,26
4413,馳,26
4414,蓴,26
4415,鷸,26
4416,竧,26
4417,靄,26
4418,裔,26
4419,唹,26
4420,堺,26
4421,珥,26
4422,齋,26
4423,諌,26
4424,累,26
4425,牘,26
4426,緞,26
4427,椒,26
4428,璋,26
4429,蘖,26
4430,縺,26
4431,擲,26
4432,兪,26
4433,臚,26
4434,鱠,26
4435,劦,26
4436,蹈,26
4437,嶽,26
4438,馘,26
4439,麌,26
4440,鉦,25
4441,掻,25
4442,喉,25
4443,促,25
4444,杵,25
4445,薦,25
4446,醍,25
4447,堤,25
4448,栃,25
4449,斈,25
4450,褻,25
4451,跋,25
4452,甫,25
4453,儂,25
4454,梗,25
4455,刷,25
4456,顕,25
4457,謳,25
4458,喬,25
4459,鵜,25
4460,賃,25
4461,粧,25
4462,培,25
4463,蹉,25
4464,爭,25
4465,檻,25
4466,邏,25
4467,鸙,25
4468,籬,25
4469,寮,25
4470,饐,25
4471,穩,25
4472,毋,25
4473,鼕,25
4474,剩,25
4475,榿,25
4476,佩,25
4477,縣,25
4478,猖,25
4479,岷,25
4480,嗷,25
4481,跛,25
4482,徇,25
4483,渺,25
4484,徘,25
4485,煖,25
4486,麿,25
4487,萇,25
4488,洫,25
4489,疹,24
4490,禅,24
4491,浬,24
4492,侠,24
4493,戚,24
4494,饗,24
4495,佑,24
4496,鳶,24
4497,婁,24
4498,稽,24
4499,惟,24
4500,梧,24
4501,裟,24
4502,軟,24
4503,瀚,24
4504,膚,24
4505,嚀,24
4506,忞,24
4507,奢,24
4508,煉,24
4509,澀,24
4510,霖,24
4511,罎,24
4512,繧,24
4513,闖,24
4514,絃,24
4515,竢,24
4516,刧,24
4517,菽,24
4518,訴,24
4519,謡,24
4520,岌,24
4521,詫,24
4522,榴,24
4523,盧,24
4524,閑,24
4525,茘,24
4526,罵,24
4527,琥,24
4528,纖,24
4529,茁,24
4530,牀,24
4531,惘,24
4532,擠,24
4533,蜿,24
4534,氤,24
4535,謠,24
4536,穆,24
4537,楸,24
4538,讖,24
4539,悧,24
4540,黹,24
4541,鈐,24
4542,俗,24
4543,羯,24
4544,遷,23
4545,暫,23
4546,夙,23
4547,裳,23
4548,檀,23
4549,帖,23
4550,黐,23
4551,禺,23
4552,慾,23
4553,但,23
4554,迚,23
4555,蒿,23
4556,拐,23
4557,渇,23
4558,矯,23
4559,捲,23
4560,擦,23
4561,斯,23
4562,祉,23
4563,儡,23
4564,嚥,23
4565,慟,23
4566,纒,23
4567,躓,23
4568,譫,23
4569,隱,23
4570,轄,23
4571,瓷,23
4572,鑪,23
4573,鍜,23
4574,傀,23
4575,冉,23
4576,夘,23
4577,攝,23
4578,錨,23
4579,偏,23
4580,栓,23
4581,疚,23
4582,蜀,23
4583,潛,23
4584,楫,23
4585,傴,23
4586,蝌,23
4587,瀁,23
4588,斷,23
4589,莫,23
4590,歡,23
4591,孳,23
4592,篇,23
4593,硎,22
4594,郵,22
4595,咽,22
4596,脆,22
4597,騰,22
4598,歿,22
4599,鶯,22
4600,鍮,22
4601,蠑,22
4602,徙,22
4603,捉,22
4604,眩,22
4605,闌,22
4606,姥,22
4607,誼,22
4608,罫,22
4609,酵,22
4610,宰,22
4611,栽,22
4612,肢,22
4613,麑,22
4614,匱,22
4615,磽,22
4616,璢,22
4617,嚮,22
4618,曠,22
4619,瞼,22
4620,跨,22
4621,悊,22
4622,飄,22
4623,褐,22
4624,搶,22
4625,煤,22
4626,櫺,22
4627,怐,22
4628,漂,22
4629,箸,22
4630,襠,22
4631,滕,22
4632,憬,22
4633,樮,22
4634,瘤,22
4635,袁,22
4636,俵,22
4637,會,22
4638,櫨,22
4639,嚶,22
4640,錣,22
4641,鰭,22
4642,蠹,22
4643,賤,22
4644,邨,22
4645,槲,22
4646,礦,22
4647,槎,22
4648,瓰,22
4649,蚤,22
4650,脊,21
4651,痩,21
4652,鉈,21
4653,蝿,21
4654,佃,21
4655,肯,21
4656,梱,21
4657,鍔,21
4658,挺,21
4659,庚,21
4660,嚢,21
4661,賑,21
4662,醐,21
4663,嵯,21
4664,殉,21
4665,凭,21
4666,醢,21
4667,Р,21
4668,腔,21
4669,嘴,21
4670,涖,21
4671,孱,21
4672,廟,21
4673,鬘,21
4674,决,21
4675,姜,21
4676,禦,21
4677,簗,21
4678,蔬,21
4679,咎,21
4680,娑,21
4681,翌,21
4682,筅,21
4683,恍,21
4684,歐,21
4685,駢,21
4686,坡,21
4687,碗,21
4688,罌,21
4689,爐,21
4690,蠣,21
4691,雋,21
4692,藁,21
4693,羲,21
4694,饌,21
4695,聾,21
4696,憫,21
4697,舗,21
4698,繼,21
4699,阜,21
4700,腟,21
4701,誧,21
4702,樽,20
4703,陶,20
4704,羸,20
4705,釋,20
4706,蒻,20
4707,筈,20
4708,鴎,20
4709,毅,20
4710,矩,20
4711,昂,20
4712,撒,20
4713,蝉,20
4714,桧,20
4715,靖,20
4716,礼,20
4717,鑞,20
4718,漣,20
4719,粘,20
4720,扨,20
4721,硝,20
4722,錢,20
4723,篷,20
4724,懴,20
4725,粁,20
4726,睨,20
4727,煕,20
4728,葡,20
4729,咳,20
4730,徨,20
4731,濔,20
4732,礙,20
4733,烽,20
4734,劔,20
4735,逍,20
4736,儷,20
4737,庇,20
4738,陛,20
4739,鋏,20
4740,籾,20
4741,哽,20
4742,剽,20
4743,蜈,20
4744,茯,20
4745,杣,20
4746,鐡,20
4747,糲,20
4748,顱,20
4749,釁,20
4750,鱇,20
4751,學,20
4752,傚,20
4753,釘,20
4754,阯,20
4755,瓢,20
4756,襦,20
4757,雎,20
4758,酬,19
4759,祷,19
4760,鈎,19
4761,碕,19
4762,朶,19
4763,菻,19
4764,攴,19
4765,錆,19
4766,甬,19
4767,臉,19
4768,糜,19
4769,艱,19
4770,驎,19
4771,媚,19
4772,蚕,19
4773,呵,19
4774,憤,19
4775,拍,19
4776,藹,19
4777,騾,19
4778,躡,19
4779,吼,19
4780,蔟,19
4781,鮨,19
4782,囂,19
4783,奘,19
4784,厥,19
4785,莽,19
4786,獎,19
4787,嗔,19
4788,遞,19
4789,倢,19
4790,偐,19
4791,呰,19
4792,徊,19
4793,鑽,19
4794,懽,19
4795,鰊,19
4796,礪,19
4797,隧,19
4798,艫,19
4799,筮,19
4800,缺,19
4801,彙,19
4802,舖,19
4803,餒,19
4804,峻,18
4805,膳,18
4806,咆,18
4807,糊,18
4808,叔,18
4809,銚,18
4810,嗽,18
4811,侭,18
4812,絖,18
4813,尭,18
4814,厩,18
4815,硯,18
4816,覽,18
4817,紊,18
4818,蒙,18
4819,孛,18
4820,關,18
4821,餐,18
4822,啄,18
4823,疥,18
4824,肘,18
4825,范,18
4826,箇,18
4827,齧,18
4828,鎹,18
4829,鼬,18
4830,鸚,18
4831,紜,18
4832,揄,18
4833,滸,18
4834,噪,18
4835,籥,18
4836,騁,18
4837,鮠,18
4838,啻,18
4839,樺,18
4840,埃,18
4841,紡,18
4842,颯,18
4843,朷,18
4844,諱,18
4845,彖,18
4846,屆,18
4847,笋,18
4848,侃,18
4849,蓑,18
4850,懺,18
4851,攬,18
4852,攤,18
4853,觀,18
4854,В,18
4855,疂,18
4856,苴,18
4857,纔,18
4858,颱,18
4859,嶮,18
4860,邇,18
4861,髣,18
4862,熨,18
4863,泅,18
4864,罸,18
4865,吻,17
4866,掬,17
4867,槽,17
4868,剱,17
4869,按,17
4870,謂,17
4871,栢,17
4872,萱,17
4873,肱,17
4874,舵,17
4875,壕,17
4876,曦,17
4877,侮,17
4878,謐,17
4879,罟,17
4880,窺,17
4881,堰,17
4882,聶,17
4883,蔓,17
4884,嬾,17
4885,幌,17
4886,嵶,17
4887,蘆,17
4888,糧,17
4889,餾,17
4890,檸,17
4891,簔,17
4892,蠡,17
4893,籌,17
4894,瓱,17
4895,僅,17
4896,刳,17
4897,播,17
4898,劵,17
4899,顆,17
4900,簽,17
4901,佼,17
4902,釆,17
4903,閥,17
4904,沫,17
4905,紛,17
4906,屬,17
4907,奓,17
4908,蓉,17
4909,迸,17
4910,乕,17
4911,昶,17
4912,惆,17
4913,齡,17
4914,絽,17
4915,咨,17
4916,冐,17
4917,碑,17
4918,軅,17
4919,飜,17
4920,衂,17
4921,茹,17
4922,屁,17
4923,黜,17
4924,燔,17
4925,蚫,17
4926,薊,16
4927,靭,16
4928,債,16
4929,瀉,16
4930,蓼,16
4931,儖,16
4932,嬪,16
4933,釗,16
4934,附,16
4935,碓,16
4936,桓,16
4937,畿,16
4938,慌,16
4939,竪,16
4940,呎,16
4941,賈,16
4942,麝,16
4943,軣,16
4944,鞴,16
4945,櫃,16
4946,瞶,16
4947,竇,16
4948,殷,16
4949,鱶,16
4950,鰌,16
4951,窪,16
4952,裾,16
4953,箕,16
4954,鑅,16
4955,寶,16
4956,勒,16
4957,稔,16
4958,訶,16
4959,珈,16
4960,勠,16
4961,盒,16
4962,黽,16
4963,櫢,16
4964,畆,16
4965,阮,16
4966,孅,16
4967,瓏,16
4968,鰔,16
4969,襪,16
4970,轜,16
4971,魘,16
4972,齶,16
4973,膿,16
4974,隗,16
4975,逞,16
4976,幣,16
4977,耄,16
4978,輕,16
4979,壌,15
4980,閨,15
4981,該,15
4982,唾,15
4983,諾,15
4984,黝,15
4985,譱,15
4986,猴,15
4987,贐,15
4988,迢,15
4989,埴,15
4990,駈,15
4991,瑳,15
4992,屡,15
4993,綬,15
4994,湘,15
4995,唆,15
4996,贊,15
4997,蒂,15
4998,糢,15
4999,鰡,15
5000,蒋,15
5001,煎,15
5002,哮,15
5003,鰾,15
5004,矇,15
5005,譏,15
5006,螻,15
5007,享,15
5008,麸,15
5009,鰲,15
5010,鍼,15
5011,螳,15
5012,猗,15
5013,祢,15
5014,漲,15
5015,慄,15
5016,燗,15
5017,㈲,15
5018,咬,15
5019,彿,15
5020,裃,15
5021,荢,15
5022,艪,15
5023,飩,15
5024,毖,15
5025,姚,15
5026,鰰,15
5027,譬,15
5028,孃,15
5029,躄,15
5030,鰥,15
5031,團,15
5032,喘,15
5033,冝,15
5034,廣,15
5035,劭,15
5036,琶,15
5037,珂,15
5038,麼,15
5039,篶,15
5040,螽,15
5041,燒,15
5042,啜,15
5043,埖,15
5044,囿,15
5045,盜,15
5046,鯆,15
5047,輅,15
5048,捷,14
5049,杪,14
5050,鴬,14
5051,砧,14
5052,椙,14
5053,悌,14
5054,拊,14
5055,奕,14
5056,瞑,14
5057,蝗,14
5058,擾,14
5059,訊,14
5060,頗,14
5061,笨,14
5062,鏨,14
5063,犢,14
5064,繩,14
5065,伜,14
5066,鈷,14
5067,酌,14
5068,恕,14
5069,菖,14
5070,莚,14
5071,殱,14
5072,襃,14
5073,鶲,14
5074,羞,14
5075,伉,14
5076,嵜,14
5077,滞,14
5078,轅,14
5079,艝,14
5080,賺,14
5081,羆,14
5082,辭,14
5083,狹,14
5084,瓲,14
5085,纂,14
5086,槐,14
5087,烙,14
5088,坩,14
5089,杦,14
5090,恙,14
5091,籵,14
5092,殍,14
5093,逾,14
5094,祟,14
5095,袱,14
5096,蘗,14
5097,巉,14
5098,矍,14
5099,鶫,14
5100,齣,14
5101,﨣,14
5102,圃,14
5103,瑜,14
5104,囈,14
5105,攫,14
5106,稗,14
5107,颪,14
5108,厠,14
5109,蜷,14
5110,蜻,14
5111,蛉,14
5112,洒,14
5113,皂,14
5114,曷,14
5115,甦,14
5116,匯,14
5117,煥,14
5118,膵,14
5119,銑,13
5120,漸,13
5121,齔,13
5122,倭,13
5123,遮,13
5124,翰,13
5125,沓,13
5126,窒,13
5127,廖,13
5128,瀛,13
5129,濤,13
5130,靠,13
5131,巷,13
5132,懇,13
5133,衽,13
5134,袢,13
5135,煩,13
5136,蕋,13
5137,簪,13
5138,畫,13
5139,廸,13
5140,听,13
5141,鋒,13
5142,崙,13
5143,阻,13
5144,簍,13
5145,襁,13
5146,蔡,13
5147,譛,13
5148,夥,13
5149,凬,13
5150,繞,13
5151,蠕,13
5152,洪,13
5153,廰,13
5154,泗,13
5155,浣,13
5156,碼,13
5157,鐵,13
5158,鰀,13
5159,鹹,13
5160,鏗,13
5161,攘,13
5162,鐫,13
5163,磔,13
5164,蘿,13
5165,讙,13
5166,覊,13
5167,硫,13
5168,舂,13
5169,窩,13
5170,燉,13
5171,衄,13
5172,麈,13
5173,椋,12
5174,迪,12
5175,騨,12
5176,湛,12
5177,轍,12
5178,滲,12
5179,涅,12
5180,款,12
5181,砿,12
5182,濠,12
5183,穀,12
5184,偲,12
5185,匿,12
5186,赶,12
5187,癇,12
5188,肖,12
5189,蕪,12
5190,蕉,12
5191,撰,12
5192,箪,12
5193,奩,12
5194,螂,12
5195,藷,12
5196,靡,12
5197,蕭,12
5198,咄,12
5199,鄭,12
5200,濕,12
5201,簒,12
5202,邀,12
5203,薈,12
5204,鋲,12
5205,偃,12
5206,雉,12
5207,韋,12
5208,蟷,12
5209,蝋,12
5210,瞞,12
5211,蔘,12
5212,萍,12
5213,惇,12
5214,壥,12
5215,塋,12
5216,篏,12
5217,繻,12
5218,鰈,12
5219,艨,12
5220,齟,12
5221,鱆,12
5222,齲,12
5223,瀞,12
5224,隯,12
5225,磐,12
5226,枸,12
5227,况,12
5228,誾,12
5229,坦,12
5230,肺,12
5231,裝,12
5232,嗚,12
5233,鯰,12
5234,裘,12
5235,劑,12
5236,拌,12
5237,諄,12
5238,暢,11
5239,鉤,11
5240,貶,11
5241,吁,11
5242,柘,11
5243,淘,11
5244,甌,11
5245,蟒,11
5246,暈,11
5247,燼,11
5248,扼,11
5249,祀,11
5250,麹,11
5251,腎,11
5252,訂,11
5253,勞,11
5254,鏘,11
5255,羶,11
5256,槇,11
5257,嗅,11
5258,薗,11
5259,頸,11
5260,坤,11
5261,續,11
